date,sku,channel,units_sold,price,promo_flag
2024-10-16,HM_MATCHA_VAN,retail,64,6.9,1
2024-10-17,HM_MATCHA_VAN,retail,35,8.12,0
2024-10-18,HM_MATCHA_VAN,retail,33,8.12,0
2024-10-19,HM_MATCHA_VAN,retail,53,8.12,0
2024-10-20,HM_MATCHA_VAN,retail,49,8.12,0
2024-10-21,HM_MATCHA_VAN,retail,36,8.12,0
2024-10-22,HM_MATCHA_VAN,retail,39,8.12,0
2024-10-23,HM_MATCHA_VAN,retail,32,8.12,0
2024-10-24,HM_MATCHA_VAN,retail,35,8.12,0
2024-10-25,HM_MATCHA_VAN,retail,40,8.12,0
2024-10-26,HM_MATCHA_VAN,retail,56,8.12,0
2024-10-27,HM_MATCHA_VAN,retail,46,8.12,0
2024-10-28,HM_MATCHA_VAN,retail,47,6.9,1
2024-10-29,HM_MATCHA_VAN,retail,66,6.9,1
2024-10-30,HM_MATCHA_VAN,retail,49,6.9,1
2024-10-31,HM_MATCHA_VAN,retail,65,6.9,1
2024-11-01,HM_MATCHA_VAN,retail,41,8.12,0
2024-11-02,HM_MATCHA_VAN,retail,46,8.12,0
2024-11-03,HM_MATCHA_VAN,retail,44,8.12,0
2024-11-04,HM_MATCHA_VAN,retail,37,8.12,0
2024-11-05,HM_MATCHA_VAN,retail,35,8.12,0
2024-11-06,HM_MATCHA_VAN,retail,41,8.12,0
2024-11-07,HM_MATCHA_VAN,retail,53,6.9,1
2024-11-08,HM_MATCHA_VAN,retail,36,8.12,0
2024-11-09,HM_MATCHA_VAN,retail,52,8.12,0
2024-11-10,HM_MATCHA_VAN,retail,55,8.12,0
2024-11-11,HM_MATCHA_VAN,retail,39,8.12,0
2024-11-12,HM_MATCHA_VAN,retail,34,8.12,0
2024-11-13,HM_MATCHA_VAN,retail,31,8.12,0
2024-11-14,HM_MATCHA_VAN,retail,35,8.12,0
2024-11-15,HM_MATCHA_VAN,retail,39,8.12,0
2024-11-16,HM_MATCHA_VAN,retail,39,8.12,0
2024-11-17,HM_MATCHA_VAN,retail,31,8.12,0
2024-11-18,HM_MATCHA_VAN,retail,33,8.12,0
2024-11-19,HM_MATCHA_VAN,retail,46,8.12,0
2024-11-20,HM_MATCHA_VAN,retail,41,8.12,0
2024-11-21,HM_MATCHA_VAN,retail,53,8.12,0
2024-11-22,HM_MATCHA_VAN,retail,40,6.9,1
2024-11-23,HM_MATCHA_VAN,retail,36,8.12,0
2024-11-24,HM_MATCHA_VAN,retail,62,6.9,1
2024-11-25,HM_MATCHA_VAN,retail,48,8.12,0
2024-11-26,HM_MATCHA_VAN,retail,33,8.12,0
2024-11-27,HM_MATCHA_VAN,retail,38,8.12,0
2024-11-28,HM_MATCHA_VAN,retail,28,8.12,0
2024-11-29,HM_MATCHA_VAN,retail,29,8.12,0
2024-11-30,HM_MATCHA_VAN,retail,37,8.12,0
2024-12-01,HM_MATCHA_VAN,retail,40,8.12,0
2024-12-02,HM_MATCHA_VAN,retail,35,8.12,0
2024-12-03,HM_MATCHA_VAN,retail,39,8.12,0
2024-12-04,HM_MATCHA_VAN,retail,34,8.12,0
2024-12-05,HM_MATCHA_VAN,retail,40,8.12,0
2024-12-06,HM_MATCHA_VAN,retail,38,8.12,0
2024-12-07,HM_MATCHA_VAN,retail,58,8.12,0
2024-12-08,HM_MATCHA_VAN,retail,40,8.12,0
2024-12-09,HM_MATCHA_VAN,retail,38,8.12,0
2024-12-10,HM_MATCHA_VAN,retail,47,8.12,0
2024-12-11,HM_MATCHA_VAN,retail,24,8.12,0
2024-12-12,HM_MATCHA_VAN,retail,47,6.9,1
2024-12-13,HM_MATCHA_VAN,retail,31,8.12,0
2024-12-14,HM_MATCHA_VAN,retail,48,8.12,0
2024-12-15,HM_MATCHA_VAN,retail,57,8.12,0
2024-12-16,HM_MATCHA_VAN,retail,27,8.12,0
2024-12-17,HM_MATCHA_VAN,retail,37,8.12,0
2024-12-18,HM_MATCHA_VAN,retail,39,8.12,0
2024-12-19,HM_MATCHA_VAN,retail,46,8.12,0
2024-12-20,HM_MATCHA_VAN,retail,45,8.12,0
2024-12-21,HM_MATCHA_VAN,retail,28,8.12,0
2024-12-22,HM_MATCHA_VAN,retail,46,8.12,0
2024-12-23,HM_MATCHA_VAN,retail,54,6.9,1
2024-12-24,HM_MATCHA_VAN,retail,40,8.12,0
2024-12-25,HM_MATCHA_VAN,retail,26,8.12,0
2024-12-26,HM_MATCHA_VAN,retail,37,8.12,0
2024-12-27,HM_MATCHA_VAN,retail,42,8.12,0
2024-12-28,HM_MATCHA_VAN,retail,49,8.12,0
2024-12-29,HM_MATCHA_VAN,retail,40,8.12,0
2024-12-30,HM_MATCHA_VAN,retail,46,8.12,0
2024-12-31,HM_MATCHA_VAN,retail,64,6.9,1
2025-01-01,HM_MATCHA_VAN,retail,34,8.12,0
2025-01-02,HM_MATCHA_VAN,retail,60,6.9,1
2025-01-03,HM_MATCHA_VAN,retail,35,8.12,0
2025-01-04,HM_MATCHA_VAN,retail,37,8.12,0
2025-01-05,HM_MATCHA_VAN,retail,47,8.12,0
2025-01-06,HM_MATCHA_VAN,retail,38,8.12,0
2025-01-07,HM_MATCHA_VAN,retail,28,8.12,0
2025-01-08,HM_MATCHA_VAN,retail,38,8.12,0
2025-01-09,HM_MATCHA_VAN,retail,42,8.12,0
2025-01-10,HM_MATCHA_VAN,retail,38,8.12,0
2025-01-11,HM_MATCHA_VAN,retail,45,8.12,0
2025-01-12,HM_MATCHA_VAN,retail,57,8.12,0
2025-01-13,HM_MATCHA_VAN,retail,34,8.12,0
2025-01-14,HM_MATCHA_VAN,retail,22,8.12,0
2025-01-15,HM_MATCHA_VAN,retail,46,6.9,1
2025-01-16,HM_MATCHA_VAN,retail,48,8.12,0
2025-01-17,HM_MATCHA_VAN,retail,41,8.12,0
2025-01-18,HM_MATCHA_VAN,retail,48,8.12,0
2025-01-19,HM_MATCHA_VAN,retail,45,8.12,0
2025-01-20,HM_MATCHA_VAN,retail,43,8.12,0
2025-01-21,HM_MATCHA_VAN,retail,40,8.12,0
2025-01-22,HM_MATCHA_VAN,retail,44,8.12,0
2025-01-23,HM_MATCHA_VAN,retail,44,8.12,0
2025-01-24,HM_MATCHA_VAN,retail,40,8.12,0
2025-01-25,HM_MATCHA_VAN,retail,73,6.9,1
2025-01-26,HM_MATCHA_VAN,retail,41,8.12,0
2025-01-27,HM_MATCHA_VAN,retail,35,8.12,0
2025-01-28,HM_MATCHA_VAN,retail,35,8.12,0
2025-01-29,HM_MATCHA_VAN,retail,37,8.12,0
2025-01-30,HM_MATCHA_VAN,retail,41,8.12,0
2025-01-31,HM_MATCHA_VAN,retail,41,8.12,0
2025-02-01,HM_MATCHA_VAN,retail,48,8.12,0
2025-02-02,HM_MATCHA_VAN,retail,44,8.12,0
2025-02-03,HM_MATCHA_VAN,retail,35,8.12,0
2025-02-04,HM_MATCHA_VAN,retail,41,8.12,0
2025-02-05,HM_MATCHA_VAN,retail,33,8.12,0
2025-02-06,HM_MATCHA_VAN,retail,42,8.12,0
2025-02-07,HM_MATCHA_VAN,retail,31,8.12,0
2025-02-08,HM_MATCHA_VAN,retail,50,8.12,0
2025-02-09,HM_MATCHA_VAN,retail,35,8.12,0
2025-02-10,HM_MATCHA_VAN,retail,30,8.12,0
2025-02-11,HM_MATCHA_VAN,retail,36,8.12,0
2025-02-12,HM_MATCHA_VAN,retail,44,8.12,0
2025-02-13,HM_MATCHA_VAN,retail,58,6.9,1
2025-02-14,HM_MATCHA_VAN,retail,43,8.12,0
2025-02-15,HM_MATCHA_VAN,retail,51,8.12,0
2025-02-16,HM_MATCHA_VAN,retail,45,8.12,0
2025-02-17,HM_MATCHA_VAN,retail,50,8.12,0
2025-02-18,HM_MATCHA_VAN,retail,44,8.12,0
2025-02-19,HM_MATCHA_VAN,retail,35,8.12,0
2025-02-20,HM_MATCHA_VAN,retail,45,8.12,0
2025-02-21,HM_MATCHA_VAN,retail,29,8.12,0
2025-02-22,HM_MATCHA_VAN,retail,37,8.12,0
2025-02-23,HM_MATCHA_VAN,retail,47,8.12,0
2025-02-24,HM_MATCHA_VAN,retail,28,8.12,0
2025-02-25,HM_MATCHA_VAN,retail,27,8.12,0
2025-02-26,HM_MATCHA_VAN,retail,41,8.12,0
2025-02-27,HM_MATCHA_VAN,retail,26,8.12,0
2025-02-28,HM_MATCHA_VAN,retail,41,6.9,1
2025-03-01,HM_MATCHA_VAN,retail,41,8.12,0
2025-03-02,HM_MATCHA_VAN,retail,46,8.12,0
2025-03-03,HM_MATCHA_VAN,retail,35,8.12,0
2025-03-04,HM_MATCHA_VAN,retail,46,6.9,1
2025-03-05,HM_MATCHA_VAN,retail,39,8.12,0
2025-03-06,HM_MATCHA_VAN,retail,35,8.12,0
2025-03-07,HM_MATCHA_VAN,retail,46,8.12,0
2025-03-08,HM_MATCHA_VAN,retail,46,8.12,0
2025-03-09,HM_MATCHA_VAN,retail,41,8.12,0
2025-03-10,HM_MATCHA_VAN,retail,27,8.12,0
2025-03-11,HM_MATCHA_VAN,retail,36,8.12,0
2025-03-12,HM_MATCHA_VAN,retail,51,8.12,0
2025-03-13,HM_MATCHA_VAN,retail,32,8.12,0
2025-03-14,HM_MATCHA_VAN,retail,58,6.9,1
2025-03-15,HM_MATCHA_VAN,retail,47,8.12,0
2025-03-16,HM_MATCHA_VAN,retail,43,8.12,0
2025-03-17,HM_MATCHA_VAN,retail,32,8.12,0
2025-03-18,HM_MATCHA_VAN,retail,34,8.12,0
2025-03-19,HM_MATCHA_VAN,retail,34,8.12,0
2025-03-20,HM_MATCHA_VAN,retail,40,8.12,0
2025-03-21,HM_MATCHA_VAN,retail,35,8.12,0
2025-03-22,HM_MATCHA_VAN,retail,36,8.12,0
2025-03-23,HM_MATCHA_VAN,retail,40,8.12,0
2025-03-24,HM_MATCHA_VAN,retail,34,8.12,0
2025-03-25,HM_MATCHA_VAN,retail,23,8.12,0
2025-03-26,HM_MATCHA_VAN,retail,42,8.12,0
2025-03-27,HM_MATCHA_VAN,retail,30,8.12,0
2025-03-28,HM_MATCHA_VAN,retail,33,8.12,0
2025-03-29,HM_MATCHA_VAN,retail,37,8.12,0
2025-03-30,HM_MATCHA_VAN,retail,43,8.12,0
2025-03-31,HM_MATCHA_VAN,retail,39,8.12,0
2025-04-01,HM_MATCHA_VAN,retail,31,8.12,0
2025-04-02,HM_MATCHA_VAN,retail,40,8.12,0
2025-04-03,HM_MATCHA_VAN,retail,35,8.12,0
2025-04-04,HM_MATCHA_VAN,retail,39,8.12,0
2025-04-05,HM_MATCHA_VAN,retail,48,8.12,0
2025-04-06,HM_MATCHA_VAN,retail,42,8.12,0
2025-04-07,HM_MATCHA_VAN,retail,41,8.12,0
2025-04-08,HM_MATCHA_VAN,retail,29,8.12,0
2025-04-09,HM_MATCHA_VAN,retail,33,8.12,0
2025-04-10,HM_MATCHA_VAN,retail,50,6.9,1
2025-04-11,HM_MATCHA_VAN,retail,38,8.12,0
2025-04-12,HM_MATCHA_VAN,retail,40,8.12,0
2025-04-13,HM_MATCHA_VAN,retail,44,8.12,0
2025-04-14,HM_MATCHA_VAN,retail,33,8.12,0
2025-04-15,HM_MATCHA_VAN,retail,43,8.12,0
2025-04-16,HM_MATCHA_VAN,retail,38,8.12,0
2025-04-17,HM_MATCHA_VAN,retail,32,8.12,0
2025-04-18,HM_MATCHA_VAN,retail,40,8.12,0
2025-04-19,HM_MATCHA_VAN,retail,58,6.9,1
2025-04-20,HM_MATCHA_VAN,retail,53,8.12,0
2025-04-21,HM_MATCHA_VAN,retail,39,8.12,0
2025-04-22,HM_MATCHA_VAN,retail,36,8.12,0
2025-04-23,HM_MATCHA_VAN,retail,45,8.12,0
2025-04-24,HM_MATCHA_VAN,retail,33,8.12,0
2025-04-25,HM_MATCHA_VAN,retail,48,8.12,0
2025-04-26,HM_MATCHA_VAN,retail,45,8.12,0
2025-04-27,HM_MATCHA_VAN,retail,44,8.12,0
2025-04-28,HM_MATCHA_VAN,retail,37,8.12,0
2025-04-29,HM_MATCHA_VAN,retail,39,8.12,0
2025-04-30,HM_MATCHA_VAN,retail,40,8.12,0
2025-05-01,HM_MATCHA_VAN,retail,40,8.12,0
2025-05-02,HM_MATCHA_VAN,retail,34,8.12,0
2025-05-03,HM_MATCHA_VAN,retail,37,8.12,0
2025-05-04,HM_MATCHA_VAN,retail,50,8.12,0
2025-05-05,HM_MATCHA_VAN,retail,40,8.12,0
2025-05-06,HM_MATCHA_VAN,retail,60,6.9,1
2025-05-07,HM_MATCHA_VAN,retail,48,6.9,1
2025-05-08,HM_MATCHA_VAN,retail,40,8.12,0
2025-05-09,HM_MATCHA_VAN,retail,32,8.12,0
2025-05-10,HM_MATCHA_VAN,retail,51,8.12,0
2025-05-11,HM_MATCHA_VAN,retail,39,8.12,0
2025-05-12,HM_MATCHA_VAN,retail,43,8.12,0
2025-05-13,HM_MATCHA_VAN,retail,30,8.12,0
2025-05-14,HM_MATCHA_VAN,retail,69,6.9,1
2025-05-15,HM_MATCHA_VAN,retail,39,8.12,0
2025-05-16,HM_MATCHA_VAN,retail,41,8.12,0
2025-05-17,HM_MATCHA_VAN,retail,44,8.12,0
2025-05-18,HM_MATCHA_VAN,retail,51,8.12,0
2025-05-19,HM_MATCHA_VAN,retail,37,8.12,0
2025-05-20,HM_MATCHA_VAN,retail,28,8.12,0
2025-05-21,HM_MATCHA_VAN,retail,54,6.9,1
2025-05-22,HM_MATCHA_VAN,retail,45,8.12,0
2025-05-23,HM_MATCHA_VAN,retail,40,8.12,0
2025-05-24,HM_MATCHA_VAN,retail,26,8.12,0
2025-05-25,HM_MATCHA_VAN,retail,48,8.12,0
2025-05-26,HM_MATCHA_VAN,retail,31,8.12,0
2025-05-27,HM_MATCHA_VAN,retail,46,8.12,0
2025-05-28,HM_MATCHA_VAN,retail,35,8.12,0
2025-05-29,HM_MATCHA_VAN,retail,59,6.9,1
2025-05-30,HM_MATCHA_VAN,retail,44,8.12,0
2025-05-31,HM_MATCHA_VAN,retail,43,8.12,0
2025-06-01,HM_MATCHA_VAN,retail,58,8.12,0
2025-06-02,HM_MATCHA_VAN,retail,42,8.12,0
2025-06-03,HM_MATCHA_VAN,retail,53,8.12,0
2025-06-04,HM_MATCHA_VAN,retail,60,8.12,0
2025-06-05,HM_MATCHA_VAN,retail,49,8.12,0
2025-06-06,HM_MATCHA_VAN,retail,55,8.12,0
2025-06-07,HM_MATCHA_VAN,retail,60,8.12,0
2025-06-08,HM_MATCHA_VAN,retail,60,8.12,0
2025-06-09,HM_MATCHA_VAN,retail,57,8.12,0
2025-06-10,HM_MATCHA_VAN,retail,41,8.12,0
2025-06-11,HM_MATCHA_VAN,retail,47,8.12,0
2025-06-12,HM_MATCHA_VAN,retail,60,8.12,0
2025-06-13,HM_MATCHA_VAN,retail,34,8.12,0
2025-06-14,HM_MATCHA_VAN,retail,63,8.12,0
2025-06-15,HM_MATCHA_VAN,retail,81,8.12,0
2025-06-16,HM_MATCHA_VAN,retail,52,8.12,0
2025-06-17,HM_MATCHA_VAN,retail,44,8.12,0
2025-06-18,HM_MATCHA_VAN,retail,49,8.12,0
2025-06-19,HM_MATCHA_VAN,retail,51,8.12,0
2025-06-20,HM_MATCHA_VAN,retail,54,8.12,0
2025-06-21,HM_MATCHA_VAN,retail,59,8.12,0
2025-06-22,HM_MATCHA_VAN,retail,66,8.12,0
2025-06-23,HM_MATCHA_VAN,retail,92,6.9,1
2025-06-24,HM_MATCHA_VAN,retail,43,8.12,0
2025-06-25,HM_MATCHA_VAN,retail,56,8.12,0
2025-06-26,HM_MATCHA_VAN,retail,76,6.9,1
2025-06-27,HM_MATCHA_VAN,retail,43,8.12,0
2025-06-28,HM_MATCHA_VAN,retail,60,8.12,0
2025-06-29,HM_MATCHA_VAN,retail,96,6.9,1
2025-06-30,HM_MATCHA_VAN,retail,47,8.12,0
2025-07-01,HM_MATCHA_VAN,retail,74,6.9,1
2025-07-02,HM_MATCHA_VAN,retail,44,8.12,0
2025-07-03,HM_MATCHA_VAN,retail,47,8.12,0
2025-07-04,HM_MATCHA_VAN,retail,46,8.12,0
2025-07-05,HM_MATCHA_VAN,retail,81,6.9,1
2025-07-06,HM_MATCHA_VAN,retail,60,8.12,0
2025-07-07,HM_MATCHA_VAN,retail,47,8.12,0
2025-07-08,HM_MATCHA_VAN,retail,47,8.12,0
2025-07-09,HM_MATCHA_VAN,retail,46,8.12,0
2025-07-10,HM_MATCHA_VAN,retail,50,8.12,0
2025-07-11,HM_MATCHA_VAN,retail,39,8.12,0
2025-07-12,HM_MATCHA_VAN,retail,55,8.12,0
2025-07-13,HM_MATCHA_VAN,retail,71,8.12,0
2025-07-14,HM_MATCHA_VAN,retail,55,8.12,0
2025-07-15,HM_MATCHA_VAN,retail,59,8.12,0
2025-07-16,HM_MATCHA_VAN,retail,58,8.12,0
2025-07-17,HM_MATCHA_VAN,retail,38,8.12,0
2025-07-18,HM_MATCHA_VAN,retail,52,8.12,0
2025-07-19,HM_MATCHA_VAN,retail,66,8.12,0
2025-07-20,HM_MATCHA_VAN,retail,53,8.12,0
2025-07-21,HM_MATCHA_VAN,retail,53,8.12,0
2025-07-22,HM_MATCHA_VAN,retail,45,8.12,0
2025-07-23,HM_MATCHA_VAN,retail,42,8.12,0
2025-07-24,HM_MATCHA_VAN,retail,39,8.12,0
2025-07-25,HM_MATCHA_VAN,retail,53,8.12,0
2025-07-26,HM_MATCHA_VAN,retail,46,8.12,0
2025-07-27,HM_MATCHA_VAN,retail,51,8.12,0
2025-07-28,HM_MATCHA_VAN,retail,47,8.12,0
2025-07-29,HM_MATCHA_VAN,retail,57,8.12,0
2025-07-30,HM_MATCHA_VAN,retail,46,8.12,0
2025-07-31,HM_MATCHA_VAN,retail,57,8.12,0
2025-08-01,HM_MATCHA_VAN,retail,52,8.12,0
2025-08-02,HM_MATCHA_VAN,retail,62,8.12,0
2025-08-03,HM_MATCHA_VAN,retail,59,8.12,0
2025-08-04,HM_MATCHA_VAN,retail,36,8.12,0
2025-08-05,HM_MATCHA_VAN,retail,58,8.12,0
2025-08-06,HM_MATCHA_VAN,retail,48,8.12,0
2025-08-07,HM_MATCHA_VAN,retail,55,8.12,0
2025-08-08,HM_MATCHA_VAN,retail,41,8.12,0
2025-08-09,HM_MATCHA_VAN,retail,67,8.12,0
2025-08-10,HM_MATCHA_VAN,retail,82,6.9,1
2025-08-11,HM_MATCHA_VAN,retail,46,8.12,0
2025-08-12,HM_MATCHA_VAN,retail,52,8.12,0
2025-08-13,HM_MATCHA_VAN,retail,41,8.12,0
2025-08-14,HM_MATCHA_VAN,retail,42,8.12,0
2025-08-15,HM_MATCHA_VAN,retail,52,8.12,0
2025-08-16,HM_MATCHA_VAN,retail,66,8.12,0
2025-08-17,HM_MATCHA_VAN,retail,56,8.12,0
2025-08-18,HM_MATCHA_VAN,retail,48,8.12,0
2025-08-19,HM_MATCHA_VAN,retail,54,8.12,0
2025-08-20,HM_MATCHA_VAN,retail,62,6.9,1
2025-08-21,HM_MATCHA_VAN,retail,56,8.12,0
2025-08-22,HM_MATCHA_VAN,retail,50,8.12,0
2025-08-23,HM_MATCHA_VAN,retail,60,8.12,0
2025-08-24,HM_MATCHA_VAN,retail,93,6.9,1
2025-08-25,HM_MATCHA_VAN,retail,48,8.12,0
2025-08-26,HM_MATCHA_VAN,retail,46,8.12,0
2025-08-27,HM_MATCHA_VAN,retail,55,8.12,0
2025-08-28,HM_MATCHA_VAN,retail,50,8.12,0
2025-08-29,HM_MATCHA_VAN,retail,42,8.12,0
2025-08-30,HM_MATCHA_VAN,retail,58,8.12,0
2025-08-31,HM_MATCHA_VAN,retail,65,8.12,0
2025-09-01,HM_MATCHA_VAN,retail,34,8.12,0
2025-09-02,HM_MATCHA_VAN,retail,50,6.9,1
2025-09-03,HM_MATCHA_VAN,retail,27,8.12,0
2025-09-04,HM_MATCHA_VAN,retail,39,8.12,0
2025-09-05,HM_MATCHA_VAN,retail,35,8.12,0
2025-09-06,HM_MATCHA_VAN,retail,48,8.12,0
2025-09-07,HM_MATCHA_VAN,retail,51,8.12,0
2025-09-08,HM_MATCHA_VAN,retail,48,8.12,0
2025-09-09,HM_MATCHA_VAN,retail,28,8.12,0
2025-09-10,HM_MATCHA_VAN,retail,31,8.12,0
2025-09-11,HM_MATCHA_VAN,retail,38,8.12,0
2025-09-12,HM_MATCHA_VAN,retail,43,8.12,0
2025-09-13,HM_MATCHA_VAN,retail,60,8.12,0
2025-09-14,HM_MATCHA_VAN,retail,41,8.12,0
2025-09-15,HM_MATCHA_VAN,retail,34,8.12,0
2025-09-16,HM_MATCHA_VAN,retail,44,8.12,0
2025-09-17,HM_MATCHA_VAN,retail,43,8.12,0
2025-09-18,HM_MATCHA_VAN,retail,33,8.12,0
2025-09-19,HM_MATCHA_VAN,retail,36,8.12,0
2025-09-20,HM_MATCHA_VAN,retail,59,8.12,0
2025-09-21,HM_MATCHA_VAN,retail,50,8.12,0
2025-09-22,HM_MATCHA_VAN,retail,69,6.9,1
2025-09-23,HM_MATCHA_VAN,retail,38,8.12,0
2025-09-24,HM_MATCHA_VAN,retail,32,8.12,0
2025-09-25,HM_MATCHA_VAN,retail,48,8.12,0
2025-09-26,HM_MATCHA_VAN,retail,38,8.12,0
2025-09-27,HM_MATCHA_VAN,retail,49,8.12,0
2025-09-28,HM_MATCHA_VAN,retail,69,6.9,1
2025-09-29,HM_MATCHA_VAN,retail,44,8.12,0
2025-09-30,HM_MATCHA_VAN,retail,57,6.9,1
2025-10-01,HM_MATCHA_VAN,retail,28,8.12,0
2025-10-02,HM_MATCHA_VAN,retail,40,8.12,0
2025-10-03,HM_MATCHA_VAN,retail,46,6.9,1
2025-10-04,HM_MATCHA_VAN,retail,43,8.12,0
2025-10-05,HM_MATCHA_VAN,retail,42,8.12,0
2025-10-06,HM_MATCHA_VAN,retail,47,8.12,0
2025-10-07,HM_MATCHA_VAN,retail,29,8.12,0
2025-10-08,HM_MATCHA_VAN,retail,44,8.12,0
2025-10-09,HM_MATCHA_VAN,retail,32,8.12,0
2025-10-10,HM_MATCHA_VAN,retail,32,8.12,0
2025-10-11,HM_MATCHA_VAN,retail,46,8.12,0
2025-10-12,HM_MATCHA_VAN,retail,48,8.12,0
2025-10-13,HM_MATCHA_VAN,retail,24,8.12,0
2025-10-14,HM_MATCHA_VAN,retail,52,6.9,1
2025-10-15,HM_MATCHA_VAN,retail,28,8.12,0
2025-10-16,HM_MATCHA_VAN,retail,26,8.12,0
2025-10-17,HM_MATCHA_VAN,retail,42,8.12,0
2025-10-18,HM_MATCHA_VAN,retail,42,8.12,0
2025-10-19,HM_MATCHA_VAN,retail,51,8.12,0
2025-10-20,HM_MATCHA_VAN,retail,56,6.9,1
2025-10-21,HM_MATCHA_VAN,retail,32,8.12,0
2025-10-22,HM_MATCHA_VAN,retail,29,8.12,0
2025-10-23,HM_MATCHA_VAN,retail,35,8.12,0
2025-10-24,HM_MATCHA_VAN,retail,39,8.12,0
2025-10-25,HM_MATCHA_VAN,retail,50,8.12,0
2025-10-26,HM_MATCHA_VAN,retail,45,8.12,0
2025-10-27,HM_MATCHA_VAN,retail,39,8.12,0
2025-10-28,HM_MATCHA_VAN,retail,39,8.12,0
2025-10-29,HM_MATCHA_VAN,retail,43,8.12,0
2025-10-30,HM_MATCHA_VAN,retail,25,8.12,0
2025-10-31,HM_MATCHA_VAN,retail,32,8.12,0
2025-11-01,HM_MATCHA_VAN,retail,45,8.12,0
2025-11-02,HM_MATCHA_VAN,retail,38,8.12,0
2025-11-03,HM_MATCHA_VAN,retail,38,8.12,0
2025-11-04,HM_MATCHA_VAN,retail,36,8.12,0
2025-11-05,HM_MATCHA_VAN,retail,42,8.12,0
2025-11-06,HM_MATCHA_VAN,retail,37,8.12,0
2025-11-07,HM_MATCHA_VAN,retail,39,8.12,0
2025-11-08,HM_MATCHA_VAN,retail,43,8.12,0
2025-11-09,HM_MATCHA_VAN,retail,36,8.12,0
2025-11-10,HM_MATCHA_VAN,retail,44,8.12,0
2025-11-11,HM_MATCHA_VAN,retail,59,6.9,1
2025-11-12,HM_MATCHA_VAN,retail,36,8.12,0
2025-11-13,HM_MATCHA_VAN,retail,41,8.12,0
2025-11-14,HM_MATCHA_VAN,retail,43,8.12,0
2025-11-15,HM_MATCHA_VAN,retail,42,8.12,0
2025-11-16,HM_MATCHA_VAN,retail,44,8.12,0
2025-11-17,HM_MATCHA_VAN,retail,28,8.12,0
2025-11-18,HM_MATCHA_VAN,retail,32,8.12,0
2025-11-19,HM_MATCHA_VAN,retail,45,8.12,0
2025-11-20,HM_MATCHA_VAN,retail,40,8.12,0
2025-11-21,HM_MATCHA_VAN,retail,36,8.12,0
2025-11-22,HM_MATCHA_VAN,retail,47,8.12,0
2025-11-23,HM_MATCHA_VAN,retail,44,8.12,0
2025-11-24,HM_MATCHA_VAN,retail,37,8.12,0
2025-11-25,HM_MATCHA_VAN,retail,41,6.9,1
2025-11-26,HM_MATCHA_VAN,retail,26,8.12,0
2025-11-27,HM_MATCHA_VAN,retail,33,8.12,0
2025-11-28,HM_MATCHA_VAN,retail,55,6.9,1
2025-11-29,HM_MATCHA_VAN,retail,44,8.12,0
2025-11-30,HM_MATCHA_VAN,retail,44,8.12,0
2025-12-01,HM_MATCHA_VAN,retail,31,8.12,0
2025-12-02,HM_MATCHA_VAN,retail,36,8.12,0
2025-12-03,HM_MATCHA_VAN,retail,33,8.12,0
2025-12-04,HM_MATCHA_VAN,retail,36,8.12,0
2025-12-05,HM_MATCHA_VAN,retail,32,8.12,0
2025-12-06,HM_MATCHA_VAN,retail,34,8.12,0
2025-12-07,HM_MATCHA_VAN,retail,60,8.12,0
2025-12-08,HM_MATCHA_VAN,retail,40,8.12,0
2025-12-09,HM_MATCHA_VAN,retail,32,8.12,0
2025-12-10,HM_MATCHA_VAN,retail,33,8.12,0
2025-12-11,HM_MATCHA_VAN,retail,25,8.12,0
2025-12-12,HM_MATCHA_VAN,retail,34,8.12,0
2025-12-13,HM_MATCHA_VAN,retail,60,8.12,0
2025-12-14,HM_MATCHA_VAN,retail,50,8.12,0
2025-12-15,HM_MATCHA_VAN,retail,45,8.12,0
2025-12-16,HM_MATCHA_VAN,retail,33,8.12,0
2025-12-17,HM_MATCHA_VAN,retail,35,8.12,0
2025-12-18,HM_MATCHA_VAN,retail,34,8.12,0
2025-12-19,HM_MATCHA_VAN,retail,45,8.12,0
2025-12-20,HM_MATCHA_VAN,retail,54,8.12,0
2025-12-21,HM_MATCHA_VAN,retail,35,8.12,0
2025-12-22,HM_MATCHA_VAN,retail,59,6.9,1
2025-12-23,HM_MATCHA_VAN,retail,35,8.12,0
2025-12-24,HM_MATCHA_VAN,retail,26,8.12,0
2025-12-25,HM_MATCHA_VAN,retail,33,8.12,0
2025-12-26,HM_MATCHA_VAN,retail,46,8.12,0
2025-12-27,HM_MATCHA_VAN,retail,55,8.12,0
2025-12-28,HM_MATCHA_VAN,retail,43,8.12,0
2025-12-29,HM_MATCHA_VAN,retail,29,8.12,0
2025-12-30,HM_MATCHA_VAN,retail,35,8.12,0
2025-12-31,HM_MATCHA_VAN,retail,51,8.12,0
2024-01-01,HM_MATCHA_VAN,online,30,9.74,0
2024-01-02,HM_MATCHA_VAN,online,27,9.74,0
2024-01-03,HM_MATCHA_VAN,online,28,9.74,0
2024-01-04,HM_MATCHA_VAN,online,27,9.74,0
2024-01-05,HM_MATCHA_VAN,online,33,9.74,0
2024-01-06,HM_MATCHA_VAN,online,55,8.28,1
2024-01-07,HM_MATCHA_VAN,online,30,9.74,0
2024-01-08,HM_MATCHA_VAN,online,31,8.28,1
2024-01-09,HM_MATCHA_VAN,online,24,9.74,0
